scaffold_slug,scaffold_name,scaffold_ref_id,scaffold_smiles_source,hydroxyl_site_id,hydroxyl_oxygen_atom_idx,hydroxyl_neighbor_atom_idx,hydroxyl_neighbor_symbol,representative_mpm_id,representative_name,neutralized_smiles,cooh_group_count,product_smiles,product_canonical_smiles,sanitize_ok,error_message,pMIC_pred（μmol/ml）,original_pMIC_pred（μmol/ml）
tildipirosin,Tildipirosin (泰地罗新),REF_TILDIPIROSIN,repository_reference,O30_attached_to_C26,30,26,C,MPM00541,D-2-Amino-5-guanidinovaleric acid,NC(N)=NCCCC(N)C(=O)O,1,CC[C@H]1OC(=O)C[C@@H](O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)[C@@H](OC(=O)C(N)CCCN=C(N)N)[C@H](N(C)C)[C@H]2O)[C@@H](CCN2CCCCC2)C[C@@H](C)C(=O)/C=C/C(C)=C/[C@@H]1CN1CCCCC1,CC[C@H]1OC(=O)C[C@@H](O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)[C@@H](OC(=O)C(N)CCCN=C(N)N)[C@H](N(C)C)[C@H]2O)[C@@H](CCN2CCCCC2)C[C@@H](C)C(=O)/C=C/C(C)=C/[C@@H]1CN1CCCCC1,TRUE,,1.6633,1.663286345
tildipirosin,Tildipirosin (泰地罗新),REF_TILDIPIROSIN,repository_reference,O30_attached_to_C26,30,26,C,MPM01242,5-Amino-4-oxovaleric acid,NCC(=O)CCC(=O)O,1,CC[C@H]1OC(=O)C[C@@H](O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)[C@@H](OC(=O)CCC(=O)CN)[C@H](N(C)C)[C@H]2O)[C@@H](CCN2CCCCC2)C[C@@H](C)C(=O)/C=C/C(C)=C/[C@@H]1CN1CCCCC1,CC[C@H]1OC(=O)C[C@@H](O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)[C@@H](OC(=O)CCC(=O)CN)[C@H](N(C)C)[C@H]2O)[C@@H](CCN2CCCCC2)C[C@@H](C)C(=O)/C=C/C(C)=C/[C@@H]1CN1CCCCC1,TRUE,,1.8017,1.801657615
tildipirosin,Tildipirosin (泰地罗新),REF_TILDIPIROSIN,repository_reference,O30_attached_to_C26,30,26,C,MPM00674,Glycyl-l-glutamine,NCC(=O)NC(CCC(N)=O)C(=O)O,1,CC[C@H]1OC(=O)C[C@@H](O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)[C@@H](OC(=O)C(CCC(N)=O)NC(=O)CN)[C@H](N(C)C)[C@H]2O)[C@@H](CCN2CCCCC2)C[C@@H](C)C(=O)/C=C/C(C)=C/[C@@H]1CN1CCCCC1,CC[C@H]1OC(=O)C[C@@H](O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)[C@@H](OC(=O)C(CCC(N)=O)NC(=O)CN)[C@H](N(C)C)[C@H]2O)[C@@H](CCN2CCCCC2)C[C@@H](C)C(=O)/C=C/C(C)=C/[C@@H]1CN1CCCCC1,TRUE,,1.9968,1.996757662
tildipirosin,Tildipirosin (泰地罗新),REF_TILDIPIROSIN,repository_reference,O30_attached_to_C26,30,26,C,MPM00673,Glycylcysteine,NCC(=O)NC(CS)C(=O)O,1,CC[C@H]1OC(=O)C[C@@H](O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)[C@@H](OC(=O)C(CS)NC(=O)CN)[C@H](N(C)C)[C@H]2O)[C@@H](CCN2CCCCC2)C[C@@H](C)C(=O)/C=C/C(C)=C/[C@@H]1CN1CCCCC1,CC[C@H]1OC(=O)C[C@@H](O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)[C@@H](OC(=O)C(CS)NC(=O)CN)[C@H](N(C)C)[C@H]2O)[C@@H](CCN2CCCCC2)C[C@@H](C)C(=O)/C=C/C(C)=C/[C@@H]1CN1CCCCC1,TRUE,,0.5598,0.55976677
tildipirosin,Tildipirosin (泰地罗新),REF_TILDIPIROSIN,repository_reference,O30_attached_to_C26,30,26,C,MPM00677,Glycyl-L-tyrosine,NCC(=O)NC(Cc1ccc(O)cc1)C(=O)O,1,CC[C@H]1OC(=O)C[C@@H](O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)[C@@H](OC(=O)C(Cc3ccc(O)cc3)NC(=O)CN)[C@H](N(C)C)[C@H]2O)[C@@H](CCN2CCCCC2)C[C@@H](C)C(=O)/C=C/C(C)=C/[C@@H]1CN1CCCCC1,CC[C@H]1OC(=O)C[C@@H](O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)[C@@H](OC(=O)C(Cc3ccc(O)cc3)NC(=O)CN)[C@H](N(C)C)[C@H]2O)[C@@H](CCN2CCCCC2)C[C@@H](C)C(=O)/C=C/C(C)=C/[C@@H]1CN1CCCCC1,TRUE,,2.0975,2.097457493
tildipirosin,Tildipirosin (泰地罗新),REF_TILDIPIROSIN,repository_reference,O30_attached_to_C26,30,26,C,MPM00676,Glycyl-L-phenylalanine,NCC(=O)NC(Cc1ccccc1)C(=O)O,1,CC[C@H]1OC(=O)C[C@@H](O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)[C@@H](OC(=O)C(Cc3ccccc3)NC(=O)CN)[C@H](N(C)C)[C@H]2O)[C@@H](CCN2CCCCC2)C[C@@H](C)C(=O)/C=C/C(C)=C/[C@@H]1CN1CCCCC1,CC[C@H]1OC(=O)C[C@@H](O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)[C@@H](OC(=O)C(Cc3ccccc3)NC(=O)CN)[C@H](N(C)C)[C@H]2O)[C@@H](CCN2CCCCC2)C[C@@H](C)C(=O)/C=C/C(C)=C/[C@@H]1CN1CCCCC1,TRUE,,1.7266,1.726611369
tildipirosin,Tildipirosin (泰地罗新),REF_TILDIPIROSIN,repository_reference,O30_attached_to_C26,30,26,C,MPM01413,Gly,NCC(=O)O,1,CC[C@H]1OC(=O)C[C@@H](O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)[C@@H](OC(=O)CN)[C@H](N(C)C)[C@H]2O)[C@@H](CCN2CCCCC2)C[C@@H](C)C(=O)/C=C/C(C)=C/[C@@H]1CN1CCCCC1,CC[C@H]1OC(=O)C[C@@H](O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)[C@@H](OC(=O)CN)[C@H](N(C)C)[C@H]2O)[C@@H](CCN2CCCCC2)C[C@@H](C)C(=O)/C=C/C(C)=C/[C@@H]1CN1CCCCC1,TRUE,,1.9594,1.959444869
tildipirosin,Tildipirosin (泰地罗新),REF_TILDIPIROSIN,repository_reference,O30_attached_to_C26,30,26,C,MPM01074,"(S)-2,3-Diaminopropanoate",NCC(N)C(=O)O,1,CC[C@H]1OC(=O)C[C@@H](O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)[C@@H](OC(=O)C(N)CN)[C@H](N(C)C)[C@H]2O)[C@@H](CCN2CCCCC2)C[C@@H](C)C(=O)/C=C/C(C)=C/[C@@H]1CN1CCCCC1,CC[C@H]1OC(=O)C[C@@H](O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)[C@@H](OC(=O)C(N)CN)[C@H](N(C)C)[C@H]2O)[C@@H](CCN2CCCCC2)C[C@@H](C)C(=O)/C=C/C(C)=C/[C@@H]1CN1CCCCC1,TRUE,,2.106,2.105963043
tildipirosin,Tildipirosin (泰地罗新),REF_TILDIPIROSIN,repository_reference,O30_attached_to_C26,30,26,C,MPM01212,3-Aminopropanoate,NCCC(=O)O,1,CC[C@H]1OC(=O)C[C@@H](O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)[C@@H](OC(=O)CCN)[C@H](N(C)C)[C@H]2O)[C@@H](CCN2CCCCC2)C[C@@H](C)C(=O)/C=C/C(C)=C/[C@@H]1CN1CCCCC1,CC[C@H]1OC(=O)C[C@@H](O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)[C@@H](OC(=O)CCN)[C@H](N(C)C)[C@H]2O)[C@@H](CCN2CCCCC2)C[C@@H](C)C(=O)/C=C/C(C)=C/[C@@H]1CN1CCCCC1,TRUE,,1.8692,1.869234425
tildipirosin,Tildipirosin (泰地罗新),REF_TILDIPIROSIN,repository_reference,O30_attached_to_C26,30,26,C,MPM00725,"L-2,4-Diaminobutyrate",NCCC(N)C(=O)O,1,CC[C@H]1OC(=O)C[C@@H](O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)[C@@H](OC(=O)C(N)CCN)[C@H](N(C)C)[C@H]2O)[C@@H](CCN2CCCCC2)C[C@@H](C)C(=O)/C=C/C(C)=C/[C@@H]1CN1CCCCC1,CC[C@H]1OC(=O)C[C@@H](O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)[C@@H](OC(=O)C(N)CCN)[C@H](N(C)C)[C@H]2O)[C@@H](CCN2CCCCC2)C[C@@H](C)C(=O)/C=C/C(C)=C/[C@@H]1CN1CCCCC1,TRUE,,2.0479,2.047908956
tildipirosin,Tildipirosin (泰地罗新),REF_TILDIPIROSIN,repository_reference,O30_attached_to_C26,30,26,C,MPM01396,GABA,NCCCC(=O)O,1,CC[C@H]1OC(=O)C[C@@H](O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)[C@@H](OC(=O)CCCN)[C@H](N(C)C)[C@H]2O)[C@@H](CCN2CCCCC2)C[C@@H](C)C(=O)/C=C/C(C)=C/[C@@H]1CN1CCCCC1,CC[C@H]1OC(=O)C[C@@H](O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)[C@@H](OC(=O)CCCN)[C@H](N(C)C)[C@H]2O)[C@@H](CCN2CCCCC2)C[C@@H](C)C(=O)/C=C/C(C)=C/[C@@H]1CN1CCCCC1,TRUE,,1.8059,1.805929763
tildipirosin,Tildipirosin (泰地罗新),REF_TILDIPIROSIN,repository_reference,O30_attached_to_C26,30,26,C,MPM00093,"(S)-2,5-Diaminopentanoate",NCCCC(N)C(=O)O,1,CC[C@H]1OC(=O)C[C@@H](O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)[C@@H](OC(=O)C(N)CCCN)[C@H](N(C)C)[C@H]2O)[C@@H](CCN2CCCCC2)C[C@@H](C)C(=O)/C=C/C(C)=C/[C@@H]1CN1CCCCC1,CC[C@H]1OC(=O)C[C@@H](O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)[C@@H](OC(=O)C(N)CCCN)[C@H](N(C)C)[C@H]2O)[C@@H](CCN2CCCCC2)C[C@@H](C)C(=O)/C=C/C(C)=C/[C@@H]1CN1CCCCC1,TRUE,,1.9855,1.985504493
tildipirosin,Tildipirosin (泰地罗新),REF_TILDIPIROSIN,repository_reference,O30_attached_to_C26,30,26,C,MPM00742,L-beta-Lysine,NCCCC(N)CC(=O)O,1,CC[C@H]1OC(=O)C[C@@H](O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)[C@@H](OC(=O)CC(N)CCCN)[C@H](N(C)C)[C@H]2O)[C@@H](CCN2CCCCC2)C[C@@H](C)C(=O)/C=C/C(C)=C/[C@@H]1CN1CCCCC1,CC[C@H]1OC(=O)C[C@@H](O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)[C@@H](OC(=O)CC(N)CCCN)[C@H](N(C)C)[C@H]2O)[C@@H](CCN2CCCCC2)C[C@@H](C)C(=O)/C=C/C(C)=C/[C@@H]1CN1CCCCC1,TRUE,,1.7291,1.729058293
tildipirosin,Tildipirosin (泰地罗新),REF_TILDIPIROSIN,repository_reference,O30_attached_to_C26,30,26,C,MPM01164,2-Oxo-6-aminocaproate,NCCCCC(=O)C(=O)O,1,CC[C@H]1OC(=O)C[C@@H](O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)[C@@H](OC(=O)C(=O)CCCCN)[C@H](N(C)C)[C@H]2O)[C@@H](CCN2CCCCC2)C[C@@H](C)C(=O)/C=C/C(C)=C/[C@@H]1CN1CCCCC1,CC[C@H]1OC(=O)C[C@@H](O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)[C@@H](OC(=O)C(=O)CCCCN)[C@H](N(C)C)[C@H]2O)[C@@H](CCN2CCCCC2)C[C@@H](C)C(=O)/C=C/C(C)=C/[C@@H]1CN1CCCCC1,TRUE,,1.8021,1.802118186
tildipirosin,Tildipirosin (泰地罗新),REF_TILDIPIROSIN,repository_reference,O30_attached_to_C26,30,26,C,MPM00184,"2,6-Diaminohexanoic acid",NCCCCC(N)C(=O)O,1,CC[C@H]1OC(=O)C[C@@H](O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)[C@@H](OC(=O)C(N)CCCCN)[C@H](N(C)C)[C@H]2O)[C@@H](CCN2CCCCC2)C[C@@H](C)C(=O)/C=C/C(C)=C/[C@@H]1CN1CCCCC1,CC[C@H]1OC(=O)C[C@@H](O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)[C@@H](OC(=O)C(N)CCCCN)[C@H](N(C)C)[C@H]2O)[C@@H](CCN2CCCCC2)C[C@@H](C)C(=O)/C=C/C(C)=C/[C@@H]1CN1CCCCC1,TRUE,,1.9199,1.919887846
tildipirosin,Tildipirosin (泰地罗新),REF_TILDIPIROSIN,repository_reference,O30_attached_to_C26,30,26,C,MPM00373,5-Amino-1-(5-phospho-D-ribosyl)imidazole-4-carboxylate,Nc1c(C(=O)O)ncn1C1OC(COP(=O)(O)O)C(O)C1O,1,CC[C@H]1OC(=O)C[C@@H](O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)[C@@H](OC(=O)c3ncn(C4OC(COP(=O)(O)O)C(O)C4O)c3N)[C@H](N(C)C)[C@H]2O)[C@@H](CCN2CCCCC2)C[C@@H](C)C(=O)/C=C/C(C)=C/[C@@H]1CN1CCCCC1,CC[C@H]1OC(=O)C[C@@H](O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)[C@@H](OC(=O)c3ncn(C4OC(COP(=O)(O)O)C(O)C4O)c3N)[C@H](N(C)C)[C@H]2O)[C@@H](CCN2CCCCC2)C[C@@H](C)C(=O)/C=C/C(C)=C/[C@@H]1CN1CCCCC1,TRUE,,-1.0169,-1.016929048
tildipirosin,Tildipirosin (泰地罗新),REF_TILDIPIROSIN,repository_reference,O30_attached_to_C26,30,26,C,MPM00854,p-Aminobenzoate,Nc1ccc(C(=O)O)cc1,1,CC[C@H]1OC(=O)C[C@@H](O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)[C@@H](OC(=O)c3ccc(N)cc3)[C@H](N(C)C)[C@H]2O)[C@@H](CCN2CCCCC2)C[C@@H](C)C(=O)/C=C/C(C)=C/[C@@H]1CN1CCCCC1,CC[C@H]1OC(=O)C[C@@H](O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)[C@@H](OC(=O)c3ccc(N)cc3)[C@H](N(C)C)[C@H]2O)[C@@H](CCN2CCCCC2)C[C@@H](C)C(=O)/C=C/C(C)=C/[C@@H]1CN1CCCCC1,TRUE,,1.9008,1.900840564
tildipirosin,Tildipirosin (泰地罗新),REF_TILDIPIROSIN,repository_reference,O30_attached_to_C26,30,26,C,MPM00406,"7,8-Dihydropteroate",Nc1nc2c(c(=O)[nH]1)N=C(CNc1ccc(C(=O)O)cc1)CN2,1,CC[C@H]1OC(=O)C[C@@H](O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)[C@@H](OC(=O)c3ccc(NCC4=Nc5c(nc(N)[nH]c5=O)NC4)cc3)[C@H](N(C)C)[C@H]2O)[C@@H](CCN2CCCCC2)C[C@@H](C)C(=O)/C=C/C(C)=C/[C@@H]1CN1CCCCC1,CC[C@H]1OC(=O)C[C@@H](O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)[C@@H](OC(=O)c3ccc(NCC4=Nc5c(nc(N)[nH]c5=O)NC4)cc3)[C@H](N(C)C)[C@H]2O)[C@@H](CCN2CCCCC2)C[C@@H](C)C(=O)/C=C/C(C)=C/[C@@H]1CN1CCCCC1,TRUE,,1.3236,1.323585431
tildipirosin,Tildipirosin (泰地罗新),REF_TILDIPIROSIN,repository_reference,O30_attached_to_C26,30,26,C,MPM00938,Se-Adenosylselenohomocysteine,Nc1ncnc2c1ncn2C1OC(C[Se]CCC(N)C(=O)O)C(O)C1O,1,CC[C@H]1OC(=O)C[C@@H](O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)[C@@H](OC(=O)C(N)CC[Se]CC3OC(n4cnc5c(N)ncnc54)C(O)C3O)[C@H](N(C)C)[C@H]2O)[C@@H](CCN2CCCCC2)C[C@@H](C)C(=O)/C=C/C(C)=C/[C@@H]1CN1CCCCC1,CC[C@H]1OC(=O)C[C@@H](O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)[C@@H](OC(=O)C(N)CC[Se]CC3OC(n4cnc5c(N)ncnc54)C(O)C3O)[C@H](N(C)C)[C@H]2O)[C@@H](CCN2CCCCC2)C[C@@H](C)C(=O)/C=C/C(C)=C/[C@@H]1CN1CCCCC1,TRUE,,-1.2225,-1.222495014
tildipirosin,Tildipirosin (泰地罗新),REF_TILDIPIROSIN,repository_reference,O30_attached_to_C26,30,26,C,MPM00210,2-Dehydro-3-deoxy-D-galactonate,O=C(O)C(=O)CC(O)C(O)CO,1,CC[C@H]1OC(=O)C[C@@H](O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)[C@@H](OC(=O)C(=O)CC(O)C(O)CO)[C@H](N(C)C)[C@H]2O)[C@@H](CCN2CCCCC2)C[C@@H](C)C(=O)/C=C/C(C)=C/[C@@H]1CN1CCCCC1,CC[C@H]1OC(=O)C[C@@H](O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)[C@@H](OC(=O)C(=O)CC(O)C(O)CO)[C@H](N(C)C)[C@H]2O)[C@@H](CCN2CCCCC2)C[C@@H](C)C(=O)/C=C/C(C)=C/[C@@H]1CN1CCCCC1,TRUE,,1.0793,1.079324846
tildipirosin,Tildipirosin (泰地罗新),REF_TILDIPIROSIN,repository_reference,O30_attached_to_C26,30,26,C,MPM00212,2-Dehydro-3-deoxy-D-gluconate 6-phosphate,O=C(O)C(=O)CC(O)C(O)COP(=O)(O)O,1,CC[C@H]1OC(=O)C[C@@H](O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)[C@@H](OC(=O)C(=O)CC(O)C(O)COP(=O)(O)O)[C@H](N(C)C)[C@H]2O)[C@@H](CCN2CCCCC2)C[C@@H](C)C(=O)/C=C/C(C)=C/[C@@H]1CN1CCCCC1,CC[C@H]1OC(=O)C[C@@H](O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)[C@@H](OC(=O)C(=O)CC(O)C(O)COP(=O)(O)O)[C@H](N(C)C)[C@H]2O)[C@@H](CCN2CCCCC2)C[C@@H](C)C(=O)/C=C/C(C)=C/[C@@H]1CN1CCCCC1,TRUE,,0.9212,0.921171189
tildipirosin,Tildipirosin (泰地罗新),REF_TILDIPIROSIN,repository_reference,O30_attached_to_C26,30,26,C,MPM00304,3-Hydroxypyruvic acid,O=C(O)C(=O)CO,1,CC[C@H]1OC(=O)C[C@@H](O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)[C@@H](OC(=O)C(=O)CO)[C@H](N(C)C)[C@H]2O)[C@@H](CCN2CCCCC2)C[C@@H](C)C(=O)/C=C/C(C)=C/[C@@H]1CN1CCCCC1,CC[C@H]1OC(=O)C[C@@H](O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)[C@@H](OC(=O)C(=O)CO)[C@H](N(C)C)[C@H]2O)[C@@H](CCN2CCCCC2)C[C@@H](C)C(=O)/C=C/C(C)=C/[C@@H]1CN1CCCCC1,TRUE,,1.9914,1.991400361
tildipirosin,Tildipirosin (泰地罗新),REF_TILDIPIROSIN,repository_reference,O30_attached_to_C26,30,26,C,MPM00897,p-Hydroxyphenylpyruvic acid,O=C(O)C(=O)Cc1ccc(O)cc1,1,CC[C@H]1OC(=O)C[C@@H](O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)[C@@H](OC(=O)C(=O)Cc3ccc(O)cc3)[C@H](N(C)C)[C@H]2O)[C@@H](CCN2CCCCC2)C[C@@H](C)C(=O)/C=C/C(C)=C/[C@@H]1CN1CCCCC1,CC[C@H]1OC(=O)C[C@@H](O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)[C@@H](OC(=O)C(=O)Cc3ccc(O)cc3)[C@H](N(C)C)[C@H]2O)[C@@H](CCN2CCCCC2)C[C@@H](C)C(=O)/C=C/C(C)=C/[C@@H]1CN1CCCCC1,TRUE,,1.9347,1.934742812
tildipirosin,Tildipirosin (泰地罗新),REF_TILDIPIROSIN,repository_reference,O30_attached_to_C26,30,26,C,MPM00253,2-Oxo-3-phenylpropanoate,O=C(O)C(=O)Cc1ccccc1,1,CC[C@H]1OC(=O)C[C@@H](O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)[C@@H](OC(=O)C(=O)Cc3ccccc3)[C@H](N(C)C)[C@H]2O)[C@@H](CCN2CCCCC2)C[C@@H](C)C(=O)/C=C/C(C)=C/[C@@H]1CN1CCCCC1,CC[C@H]1OC(=O)C[C@@H](O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)[C@@H](OC(=O)C(=O)Cc3ccccc3)[C@H](N(C)C)[C@H]2O)[C@@H](CCN2CCCCC2)C[C@@H](C)C(=O)/C=C/C(C)=C/[C@@H]1CN1CCCCC1,TRUE,,1.5694,1.569435571
tildipirosin,Tildipirosin (泰地罗新),REF_TILDIPIROSIN,repository_reference,O30_attached_to_C26,30,26,C,MPM00249,2-O-(alpha-D-Mannopyranosyl)-D-glycerate,O=C(O)C(CO)OC1OC(CO)C(O)C(O)C1O,1,CC[C@H]1OC(=O)C[C@@H](O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)[C@@H](OC(=O)C(CO)OC3OC(CO)C(O)C(O)C3O)[C@H](N(C)C)[C@H]2O)[C@@H](CCN2CCCCC2)C[C@@H](C)C(=O)/C=C/C(C)=C/[C@@H]1CN1CCCCC1,CC[C@H]1OC(=O)C[C@@H](O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)[C@@H](OC(=O)C(CO)OC3OC(CO)C(O)C(O)C3O)[C@H](N(C)C)[C@H]2O)[C@@H](CCN2CCCCC2)C[C@@H](C)C(=O)/C=C/C(C)=C/[C@@H]1CN1CCCCC1,TRUE,,0.3642,0.36419408
tildipirosin,Tildipirosin (泰地罗新),REF_TILDIPIROSIN,repository_reference,O30_attached_to_C26,30,26,C,MPM00248,2-O-(6-Phospho-alpha-D-mannosyl)-D-glycerate,O=C(O)C(CO)OC1OC(COP(=O)(O)O)C(O)C(O)C1O,1,CC[C@H]1OC(=O)C[C@@H](O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)[C@@H](OC(=O)C(CO)OC3OC(COP(=O)(O)O)C(O)C(O)C3O)[C@H](N(C)C)[C@H]2O)[C@@H](CCN2CCCCC2)C[C@@H](C)C(=O)/C=C/C(C)=C/[C@@H]1CN1CCCCC1,CC[C@H]1OC(=O)C[C@@H](O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)[C@@H](OC(=O)C(CO)OC3OC(COP(=O)(O)O)C(O)C(O)C3O)[C@H](N(C)C)[C@H]2O)[C@@H](CCN2CCCCC2)C[C@@H](C)C(=O)/C=C/C(C)=C/[C@@H]1CN1CCCCC1,TRUE,,0.2094,0.209379274
tildipirosin,Tildipirosin (泰地罗新),REF_TILDIPIROSIN,repository_reference,O30_attached_to_C26,30,26,C,MPM00262,2-Phospho-(R)-glycerate,O=C(O)C(CO)OP(=O)(O)O,1,CC[C@H]1OC(=O)C[C@@H](O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)[C@@H](OC(=O)C(CO)OP(=O)(O)O)[C@H](N(C)C)[C@H]2O)[C@@H](CCN2CCCCC2)C[C@@H](C)C(=O)/C=C/C(C)=C/[C@@H]1CN1CCCCC1,CC[C@H]1OC(=O)C[C@@H](O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)[C@@H](OC(=O)C(CO)OP(=O)(O)O)[C@H](N(C)C)[C@H]2O)[C@@H](CCN2CCCCC2)C[C@@H](C)C(=O)/C=C/C(C)=C/[C@@H]1CN1CCCCC1,TRUE,,1.1412,1.141221061
tildipirosin,Tildipirosin (泰地罗新),REF_TILDIPIROSIN,repository_reference,O30_attached_to_C26,30,26,C,MPM00380,5-Dehydrogluconate,O=C(O)C(O)C(O)C(O)C(=O)CO,1,CC[C@H]1OC(=O)C[C@@H](O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)[C@@H](OC(=O)C(O)C(O)C(O)C(=O)CO)[C@H](N(C)C)[C@H]2O)[C@@H](CCN2CCCCC2)C[C@@H](C)C(=O)/C=C/C(C)=C/[C@@H]1CN1CCCCC1,CC[C@H]1OC(=O)C[C@@H](O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)[C@@H](OC(=O)C(O)C(O)C(O)C(=O)CO)[C@H](N(C)C)[C@H]2O)[C@@H](CCN2CCCCC2)C[C@@H](C)C(=O)/C=C/C(C)=C/[C@@H]1CN1CCCCC1,TRUE,,1.0393,1.03928324
tildipirosin,Tildipirosin (泰地罗新),REF_TILDIPIROSIN,repository_reference,O30_attached_to_C26,30,26,C,MPM00547,D-Altronate,O=C(O)C(O)C(O)C(O)C(O)CO,1,CC[C@H]1OC(=O)C[C@@H](O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)[C@@H](OC(=O)C(O)C(O)C(O)C(O)CO)[C@H](N(C)C)[C@H]2O)[C@@H](CCN2CCCCC2)C[C@@H](C)C(=O)/C=C/C(C)=C/[C@@H]1CN1CCCCC1,CC[C@H]1OC(=O)C[C@@H](O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)[C@@H](OC(=O)C(O)C(O)C(O)C(O)CO)[C@H](N(C)C)[C@H]2O)[C@@H](CCN2CCCCC2)C[C@@H](C)C(=O)/C=C/C(C)=C/[C@@H]1CN1CCCCC1,TRUE,,0.6852,0.685188945
tildipirosin,Tildipirosin (泰地罗新),REF_TILDIPIROSIN,repository_reference,O30_attached_to_C26,30,26,C,MPM00401,6-Phospho-D-gluconate,O=C(O)C(O)C(O)C(O)C(O)COP(=O)(O)O,1,CC[C@H]1OC(=O)C[C@@H](O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)[C@@H](OC(=O)C(O)C(O)C(O)C(O)COP(=O)(O)O)[C@H](N(C)C)[C@H]2O)[C@@H](CCN2CCCCC2)C[C@@H](C)C(=O)/C=C/C(C)=C/[C@@H]1CN1CCCCC1,CC[C@H]1OC(=O)C[C@@H](O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)[C@@H](OC(=O)C(O)C(O)C(O)C(O)COP(=O)(O)O)[C@H](N(C)C)[C@H]2O)[C@@H](CCN2CCCCC2)C[C@@H](C)C(=O)/C=C/C(C)=C/[C@@H]1CN1CCCCC1,TRUE,,0.5215,0.521458118
tildipirosin,Tildipirosin (泰地罗新),REF_TILDIPIROSIN,repository_reference,O30_attached_to_C26,30,26,C,MPM00666,Glyceric acid,O=C(O)C(O)CO,1,CC[C@H]1OC(=O)C[C@@H](O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)[C@@H](OC(=O)C(O)CO)[C@H](N(C)C)[C@H]2O)[C@@H](CCN2CCCCC2)C[C@@H](C)C(=O)/C=C/C(C)=C/[C@@H]1CN1CCCCC1,CC[C@H]1OC(=O)C[C@@H](O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)[C@@H](OC(=O)C(O)CO)[C@H](N(C)C)[C@H]2O)[C@@H](CCN2CCCCC2)C[C@@H](C)C(=O)/C=C/C(C)=C/[C@@H]1CN1CCCCC1,TRUE,,1.502,1.50204642
